index,SKU Code,Design No.,Stock,Size,Color,BrandCode,CategoryName
440,BTM043-PP-XXXL,BTM043,3,XXXL,Khaki,PALAZZO,
441,BTM044-PP-L,BTM044,2,L,Maroon,PALAZZO,
442,BTM044-PP-M,BTM044,3,M,Maroon,PALAZZO,
443,BTM044-PP-S,BTM044,5,S,Maroon,PALAZZO,
444,BTM044-PP-XL,BTM044,2,XL,Maroon,PALAZZO,
445,BTM044-PP-XS,BTM044,55,XS,Maroon,PALAZZO,
446,BTM044-PP-XXL,BTM044,3,XXL,Maroon,PALAZZO,
447,BTM044-PP-XXXL,BTM044,5,XXXL,Maroon,PALAZZO,
448,BTM045-PP-L,BTM045,4,L,Olive Green,PALAZZO,
449,BTM045-PP-M,BTM045,3,M,Olive Green,PALAZZO,
450,BTM045-PP-S,BTM045,34,S,Olive Green,PALAZZO,
451,BTM045-PP-XL,BTM045,4,XL,Olive Green,PALAZZO,
452,BTM045-PP-XS,BTM045,26,XS,Olive Green,PALAZZO,
453,BTM045-PP-XXL,BTM045,24,XXL,Olive Green,PALAZZO,
454,BTM045-PP-XXXL,BTM045,6,XXXL,Olive Green,PALAZZO,
455,BTM046-PP-L,BTM046,3,L,Navy Blue,PALAZZO,
456,BTM046-PP-M,BTM046,10,M,Navy Blue,PALAZZO,
457,BTM046-PP-S,BTM046,29,S,Navy Blue,PALAZZO,
458,BTM046-PP-XL,BTM046,3,XL,Navy Blue,PALAZZO,
459,BTM046-PP-XS,BTM046,27,XS,Navy Blue,PALAZZO,
460,BTM046-PP-XXL,BTM046,2,XXL,Navy Blue,PALAZZO,
461,BTM046-PP-XXXL,BTM046,3,XXXL,Navy Blue,PALAZZO,
462,BTM047-PP-L,BTM047,3,L,Pink,PALAZZO,
463,BTM047-PP-M,BTM047,10,M,Pink,PALAZZO,
464,BTM047-PP-S,BTM047,15,S,Pink,PALAZZO,
465,BTM047-PP-XL,BTM047,6,XL,Pink,PALAZZO,
466,BTM047-PP-XS,BTM047,32,XS,Pink,PALAZZO,
467,BTM047-PP-XXL,BTM047,11,XXL,Pink,PALAZZO,
468,BTM047-PP-XXXL,BTM047,4,XXXL,Pink,PALAZZO,
469,BTM048-PP-L,BTM048,3,L,Green,PALAZZO,
470,BTM048-PP-M,BTM048,3,M,Green,PALAZZO,
471,BTM048-PP-S,BTM048,6,S,Green,PALAZZO,
472,BTM048-PP-XL,BTM048,2,XL,Green,PALAZZO,
473,BTM048-PP-XS,BTM048,51,XS,Green,PALAZZO,
474,BTM048-PP-XXL,BTM048,16,XXL,Green,PALAZZO,
475,BTM048-PP-XXXL,BTM048,16,XXXL,Green,PALAZZO,
476,BTM049-SHA-L,BTM049,19,L,TEAL BLUE ,SHARARA,
477,BTM049-SHA-M,BTM049,22,M,TEAL BLUE ,SHARARA,
478,BTM049-SHA-S,BTM049,29,S,TEAL BLUE ,SHARARA,
479,BTM049-SHA-XL,BTM049,25,XL,TEAL BLUE ,SHARARA,
480,BTM049-SHA-XXL,BTM049,28,XXL,TEAL BLUE ,SHARARA,
481,BTM050-SHA-L,BTM050,20,L,Cream,SHARARA,
482,BTM050-SHA-M,BTM050,25,M,Cream,SHARARA,
483,BTM050-SHA-S,BTM050,26,S,Cream,SHARARA,
484,BTM050-SHA-XL,BTM050,23,XL,Cream,SHARARA,
485,BTM050-SHA-XXL,BTM050,25,XXL,Cream,SHARARA,
486,BTM051-SHA-L,BTM051,28,L,Black,SHARARA,
487,BTM051-SHA-M,BTM051,30,M,Black,SHARARA,
488,BTM051-SHA-S,BTM051,34,S,Black,SHARARA,
489,BTM051-SHA-XL,BTM051,32,XL,Black,SHARARA,
490,BTM051-SHA-XXL,BTM051,35,XXL,Black,SHARARA,
491,BTM052-SHA-L,BTM052,32,L,Pink,SHARARA,
492,BTM052-SHA-M,BTM052,27,M,Pink,SHARARA,
493,BTM052-SHA-S,BTM052,42,S,Pink,SHARARA,
494,BTM052-SHA-XL,BTM052,37,XL,Pink,SHARARA,
495,BTM052-SHA-XXL,BTM052,36,XXL,Pink,SHARARA,
496,BTM053-SHA-L,BTM053,17,L,Red,SHARARA,
497,BTM053-SHA-M,BTM053,34,M,Red,SHARARA,
498,BTM053-SHA-S,BTM053,41,S,Red,SHARARA,
499,BTM053-SHA-XL,BTM053,36,XL,Red,SHARARA,
500,BTM053-SHA-XXL,BTM053,39,XXL,Red,SHARARA,
501,BTM054-SK-L,BTM054,31,L,Black,SKIRT,
502,BTM054-SK-M,BTM054,35,M,Black,SKIRT,
503,BTM054-SK-S,BTM054,37,S,Black,SKIRT,
504,BTM054-SK-XL,BTM054,36,XL,Black,SKIRT,
505,BTM054-SK-XXL,BTM054,38,XXL,Black,SKIRT,
506,BTM055-SK-L,BTM055,31,L,OFF WHITE,SKIRT,
507,BTM055-SK-M,BTM055,33,M,OFF WHITE,SKIRT,
508,BTM055-SK-S,BTM055,36,S,OFF WHITE,SKIRT,
509,BTM055-SK-XL,BTM055,36,XL,OFF WHITE,SKIRT,
510,BTM055-SK-XXL,BTM055,36,XXL,OFF WHITE,SKIRT,
511,BTM056-SHA-L,BTM056,21,L,Black,SHARARA,
512,BTM056-SHA-M,BTM056,31,M,Black,SHARARA,
513,BTM056-SHA-S,BTM056,32,S,Black,SHARARA,
514,BTM056-SHA-XL,BTM056,31,XL,Black,SHARARA,
515,BTM056-SHA-XXL,BTM056,31,XXL,Black,SHARARA,
516,BTM057-SHA-L,BTM057,30,L,Navy Blue,SHARARA,
517,BTM057-SHA-M,BTM057,30,M,Navy Blue,SHARARA,
518,BTM057-SHA-S,BTM057,31,S,Navy Blue,SHARARA,
519,BTM057-SHA-XL,BTM057,33,XL,Navy Blue,SHARARA,
520,BTM057-SHA-XXL,BTM057,31,XXL,Navy Blue,SHARARA,
521,BTM058-SHA-L,BTM058,26,L,Cream,SHARARA,
522,BTM058-SHA-M,BTM058,28,M,Cream,SHARARA,
523,BTM058-SHA-S,BTM058,33,S,Cream,SHARARA,
524,BTM058-SHA-XL,BTM058,30,XL,Cream,SHARARA,
525,BTM058-SHA-XXL,BTM058,30,XXL,Cream,SHARARA,
526,BTM059-SK-L,BTM059,29,L,OFF WHITE,SKIRT,
527,BTM059-SK-M,BTM059,32,M,OFF WHITE,SKIRT,
528,BTM059-SK-S,BTM059,34,S,OFF WHITE,SKIRT,
529,BTM059-SK-XL,BTM059,32,XL,OFF WHITE,SKIRT,
530,BTM059-SK-XXL,BTM059,34,XXL,OFF WHITE,SKIRT,
531,BTM060-SK-L,BTM060,33,L,Black,SKIRT,
532,BTM060-SK-M,BTM060,30,M,Black,SKIRT,
533,BTM060-SK-S,BTM060,34,S,Black,SKIRT,
534,BTM060-SK-XL,BTM060,33,XL,Black,SKIRT,
535,BTM060-SK-XXL,BTM060,33,XXL,Black,SKIRT,
536,CH201-RED-L,CH201,3,L,Red,AN,LEGGINGS
537,CH201-RED-M,CH201,3,M,Red,AN,LEGGINGS
538,CH201-RED-S,CH201,6,S,Red,AN,LEGGINGS
539,CH201-RED-XL,CH201,4,XL,Red,AN,LEGGINGS
540,CH201-RED-XXL,CH201,2,XXL,Red,AN,LEGGINGS
541,CH202-ORANGE-L,CH202,3,L,Orange,AN,LEGGINGS
542,CH202-ORANGE-M,CH202,8,M,Orange,AN,LEGGINGS
543,CH202-ORANGE-S,CH202,7,S,Orange,AN,LEGGINGS
544,CH202-ORANGE-XL,CH202,5,XL,Orange,AN,LEGGINGS
545,CH202-ORANGE-XXL,CH202,3,XXL,Orange,AN,LEGGINGS
547,CH203-MAROON-L,CH203,6,L,Maroon,AN,LEGGINGS
548,CH203-MAROON-M,CH203,4,M,Maroon,AN,LEGGINGS
549,CH203-MAROON-S,CH203,2,S,Maroon,AN,LEGGINGS
550,CH203-MAROON-XL,CH203,3,XL,Maroon,AN,LEGGINGS
551,CH203-MAROON-XXL,CH203,2,XXL,Maroon,AN,LEGGINGS
552,CH204-PURPLE-L,CH204,3,L,Purple,AN,LEGGINGS
553,CH204-PURPLE-M,CH204,3,M,Purple,AN,LEGGINGS
554,CH204-PURPLE-S,CH204,5,S,Purple,AN,LEGGINGS
555,CH204-PURPLE-XL,CH204,2,XL,Purple,AN,LEGGINGS
556,CH204-PURPLE-XXL,CH204,2,XXL,Purple,AN,LEGGINGS
557,CH205-YELLOW-L,CH205,3,L,Yellow,AN,LEGGINGS
558,CH205-YELLOW-M,CH205,4,M,Yellow,AN,LEGGINGS
559,CH205-YELLOW-S,CH205,12,S,Yellow,AN,LEGGINGS
560,CH205-YELLOW-XL,CH205,5,XL,Yellow,AN,LEGGINGS
561,CH205-YELLOW-XXL,CH205,2,XXL,Yellow,AN,LEGGINGS
562,CH206-GREEN-L,CH206,5,L,Green,AN,LEGGINGS
563,CH206-GREEN-M,CH206,6,M,Green,AN,LEGGINGS
564,CH206-GREEN-S,CH206,10,S,Green,AN,LEGGINGS
565,CH206-GREEN-XL,CH206,5,XL,Green,AN,LEGGINGS
566,CH206-GREEN-XXL,CH206,2,XXL,Green,AN,LEGGINGS
567,CH207-PINK-L,CH207,3,L,Pink,AN,LEGGINGS
568,CH207-PINK-M,CH207,3,M,Pink,AN,LEGGINGS
569,CH207-PINK-S,CH207,5,S,Pink,AN,LEGGINGS
570,CH207-PINK-XL,CH207,2,XL,Pink,AN,LEGGINGS
571,CH207-PINK-XXL,CH207,2,XXL,Pink,AN,LEGGINGS
572,CH208-MUSTARD-L,CH208,7,L,Mustard,AN,LEGGINGS
573,CH208-MUSTARD-M,CH208,13,M,Mustard,AN,LEGGINGS
574,CH208-MUSTARD-S,CH208,7,S,Mustard,AN,LEGGINGS
575,CH208-MUSTARD-XL,CH208,4,XL,Mustard,AN,LEGGINGS
576,CH208-MUSTARD-XXL,CH208,4,XXL,Mustard,AN,LEGGINGS
577,CH209-BIEGE-L,CH209,3,L,Beige,AN,LEGGINGS
578,CH209-BIEGE-M,CH209,3,M,Beige,AN,LEGGINGS
579,CH209-BIEGE-S,CH209,4,S,Beige,AN,LEGGINGS
580,CH209-BIEGE-XL,CH209,4,XL,Beige,AN,LEGGINGS
581,CH209-BIEGE-XXL,CH209,2,XXL,Beige,AN,LEGGINGS
582,CH210-NAVY-L,CH210,2,L,Navy Blue,AN,LEGGINGS
583,CH210-NAVY-M,CH210,4,M,Navy Blue,AN,LEGGINGS
584,CH210-NAVY-S,CH210,3,S,Navy Blue,AN,LEGGINGS
585,CH210-NAVY-XL,CH210,2,XL,Navy Blue,AN,LEGGINGS
586,CH210-NAVY-XXL,CH210,3,XXL,Navy Blue,AN,LEGGINGS
587,CH211-BLACK-L,CH211,2,L,Black,AN,LEGGINGS
588,CH211-BLACK-M,CH211,5,M,Black,AN,LEGGINGS
589,CH211-BLACK-S,CH211,3,S,Black,AN,LEGGINGS
590,CH211-BLACK-XL,CH211,3,XL,Black,AN,LEGGINGS
591,CH211-BLACK-XXL,CH211,1,XXL,Black,AN,LEGGINGS
592,CH212-WHITE-L,CH212,2,L,White,AN,LEGGINGS
593,CH212-WHITE-M,CH212,2,M,White,AN,LEGGINGS
594,CH212-WHITE-S,CH212,2,S,White,AN,LEGGINGS
595,CH212-WHITE-XL,CH212,2,XL,White,AN,LEGGINGS
596,CH212-WHITE-XXL,CH212,1,XXL,White,AN,LEGGINGS
597,CH213-BROWN-L,CH213,4,L,Brown,AN,LEGGINGS
598,CH213-BROWN-M,CH213,4,M,Brown,AN,LEGGINGS
599,CH213-BROWN-S,CH213,4,S,Brown,AN,LEGGINGS
600,CH213-BROWN-XL,CH213,3,XL,Brown,AN,LEGGINGS
601,CH213-BROWN-XXL,CH213,3,XXL,Brown,AN,LEGGINGS
602,J0001-DR-L,J0001,2,L,Pink,DRESS,
603,J0001-DR-M,J0001,19,M,Pink,DRESS,
604,J0001-DR-S,J0001,9,S,Pink,DRESS,
605,J0001-DR-XL,J0001,26,XL,Pink,DRESS,
606,J0001-DR-XS,J0001,42,XS,Pink,DRESS,
607,J0001-DR-XXL,J0001,20,XXL,Pink,DRESS,
608,J0001-DR-XXXL,J0001,14,XXXL,Pink,DRESS,
609,J0002-SKD-L,J0002,93,L,Peach,KURTA SET,
610,J0002-SKD-M,J0002,82,M,Peach,KURTA SET,
611,J0002-SKD-S,J0002,165,S,Peach,KURTA SET,
612,J0002-SKD-XL,J0002,62,XL,Peach,KURTA SET,
613,J0002-SKD-XS,J0002,97,XS,Peach,KURTA SET,
614,J0002-SKD-XXL,J0002,73,XXL,Peach,KURTA SET,
615,J0002-SKD-XXXL,J0002,7,XXXL,Peach,KURTA SET,
616,J0003-SET-L,J0003,3,L,Mustard,KURTA SET,
617,J0003-SET-M,J0003,7,M,Mustard,KURTA SET,
618,J0003-SET-S,J0003,9,S,Mustard,KURTA SET,
619,J0003-SET-XL,J0003,5,XL,Mustard,KURTA SET,
620,J0003-SET-XS,J0003,13,XS,Mustard,KURTA SET,
621,J0003-SET-XXL,J0003,3,XXL,Mustard,KURTA SET,
622,J0003-SET-XXXL,J0003,9,XXXL,Mustard,KURTA SET,
623,J0004-SKD-L,J0004,57,L,Grey,KURTA SET,
624,J0004-SKD-M,J0004,61,M,Grey,KURTA SET,
625,J0004-SKD-S,J0004,58,S,Grey,KURTA SET,
626,J0004-SKD-XL,J0004,18,XL,Grey,KURTA SET,
627,J0004-SKD-XS,J0004,53,XS,Grey,KURTA SET,
628,J0004-SKD-XXL,J0004,11,XXL,Grey,KURTA SET,
629,J0004-SKD-XXXL,J0004,33,XXXL,Grey,KURTA SET,
630,J0005-DR-L,J0005,20,L,Light Green,DRESS,
631,J0005-DR-M,J0005,49,M,Light Green,DRESS,
632,J0005-DR-S,J0005,29,S,Light Green,DRESS,
633,J0005-DR-XL,J0005,31,XL,Light Green,DRESS,
634,J0005-DR-XS,J0005,45,XS,Light Green,DRESS,
635,J0005-DR-XXL,J0005,30,XXL,Light Green,DRESS,
636,J0005-DR-XXXL,J0005,73,XXXL,Light Green,DRESS,
637,J0006-SET-L,J0006,132,L,Mustard,DRESS,
638,J0006-SET-M,J0006,86,M,Mustard,DRESS,
639,J0006-SET-S,J0006,51,S,Mustard,DRESS,
640,J0006-SET-XL,J0006,23,XL,Mustard,DRESS,
641,J0006-SET-XS,J0006,149,XS,Mustard,DRESS,
642,J0006-SET-XXL,J0006,35,XXL,Mustard,DRESS,
643,J0006-SET-XXXL,J0006,33,XXXL,Mustard,DRESS,
644,J0007-SKD-L,J0007,11,L,Red,KURTA SET,
645,J0007-SKD-M,J0007,6,M,Red,KURTA SET,
646,J0007-SKD-S,J0007,31,S,Red,KURTA SET,
647,J0007-SKD-XL,J0007,13,XL,Red,KURTA SET,
648,J0007-SKD-XS,J0007,89,XS,Red,KURTA SET,
649,J0007-SKD-XXL,J0007,19,XXL,Red,KURTA SET,
650,J0007-SKD-XXXL,J0007,45,XXXL,Red,KURTA SET,
651,J0008-SKD-L,J0008,89,L,Mustard,KURTA SET,
652,J0008-SKD-M,J0008,29,M,Mustard,KURTA SET,
653,J0008-SKD-S,J0008,171,S,Mustard,KURTA SET,
654,J0008-SKD-XL,J0008,318,XL,Mustard,KURTA SET,
655,J0008-SKD-XS,J0008,161,XS,Mustard,KURTA SET,
656,J0008-SKD-XXL,J0008,28,XXL,Mustard,KURTA SET,
657,J0008-SKD-XXXL,J0008,51,XXXL,Mustard,KURTA SET,
658,J0009-SKD-L,J0009,30,L,Pink,KURTA SET,
659,J0009-SKD-M,J0009,88,M,Pink,KURTA SET,
660,J0009-SKD-S,J0009,44,S,Pink,KURTA SET,
661,J0009-SKD-XL,J0009,34,XL,Pink,KURTA SET,
662,J0009-SKD-XS,J0009,64,XS,Pink,KURTA SET,
663,J0009-SKD-XXL,J0009,13,XXL,Pink,KURTA SET,
664,J0009-SKD-XXXL,J0009,26,XXXL,Pink,KURTA SET,
665,J0010-LCD-L,J0010,11,L,Peach,LEHENGA CHOLI,
666,J0010-LCD-M,J0010,3,M,Peach,LEHENGA CHOLI,
667,J0010-LCD-S,J0010,14,S,Peach,LEHENGA CHOLI,
668,J0010-LCD-XL,J0010,10,XL,Peach,LEHENGA CHOLI,
669,J0010-LCD-XS,J0010,7,XS,Peach,LEHENGA CHOLI,
670,J0010-LCD-XXL,J0010,37,XXL,Peach,LEHENGA CHOLI,
671,J0010-LCD-XXXL,J0010,45,XXXL,Peach,LEHENGA CHOLI,
672,J0011-LCD-L,J0011,71,L,Pink,LEHENGA CHOLI,
673,J0011-LCD-M,J0011,13,M,Pink,LEHENGA CHOLI,
674,J0011-LCD-S,J0011,9,S,Pink,LEHENGA CHOLI,
675,J0011-LCD-XL,J0011,3,XL,Pink,LEHENGA CHOLI,
676,J0011-LCD-XS,J0011,7,XS,Pink,LEHENGA CHOLI,
677,J0011-LCD-XXL,J0011,41,XXL,Pink,LEHENGA CHOLI,
678,J0011-LCD-XXXL,J0011,29,XXXL,Pink,LEHENGA CHOLI,
679,J0012-SKD-L,J0012,10,L,Green,KURTA SET,
680,J0012-SKD-M,J0012,57,M,Green,KURTA SET,
681,J0012-SKD-S,J0012,136,S,Green,KURTA SET,
682,J0012-SKD-XL,J0012,25,XL,Green,KURTA SET,
683,J0012-SKD-XS,J0012,93,XS,Green,KURTA SET,
684,J0012-SKD-XXL,J0012,22,XXL,Green,KURTA SET,
685,J0012-SKD-XXXL,J0012,69,XXXL,Green,KURTA SET,
686,J0013-SKD-L,J0013,7,L,Light Green,KURTA SET,
687,J0013-SKD-M,J0013,4,M,Light Green,KURTA SET,
688,J0013-SKD-S,J0013,8,S,Light Green,KURTA SET,
689,J0013-SKD-XL,J0013,4,XL,Light Green,KURTA SET,
690,J0013-SKD-XS,J0013,17,XS,Light Green,KURTA SET,
691,J0013-SKD-XXL,J0013,5,XXL,Light Green,KURTA SET,
692,J0013-SKD-XXXL,J0013,6,XXXL,Light Green,KURTA SET,
693,J0014-LCD-L,J0014,28,L,Mustard,LEHENGA CHOLI,
694,J0014-LCD-M,J0014,4,M,Mustard,LEHENGA CHOLI,
695,J0014-LCD-S,J0014,70,S,Mustard,LEHENGA CHOLI,
696,J0014-LCD-XL,J0014,27,XL,Mustard,LEHENGA CHOLI,
697,J0014-LCD-XS,J0014,17,XS,Mustard,LEHENGA CHOLI,
698,J0014-LCD-XXL,J0014,29,XXL,Mustard,LEHENGA CHOLI,
699,J0014-LCD-XXXL,J0014,72,XXXL,Mustard,LEHENGA CHOLI,
700,J0015-DR-L,J0015,0,L,Light Pink,DRESS,
701,J0015-DR-M,J0015,1,M,Light Pink,DRESS,
702,J0015-DR-S,J0015,3,S,Light Pink,DRESS,
703,J0015-DR-XL,J0015,2,XL,Light Pink,DRESS,
704,J0015-DR-XS,J0015,4,XS,Light Pink,DRESS,
705,J0015-DR-XXL,J0015,0,XXL,Light Pink,DRESS,
706,J0015-DR-XXXL,J0015,0,XXXL,Light Pink,DRESS,
707,J0016-DR-L,J0016,2,L,Mustard,DRESS,
708,J0016-DR-M,J0016,2,M,Mustard,DRESS,
709,J0016-DR-S,J0016,2,S,Mustard,DRESS,
710,J0016-DR-XL,J0016,1,XL,Mustard,DRESS,
711,J0016-DR-XS,J0016,2,XS,Mustard,DRESS,
712,J0016-DR-XXL,J0016,2,XXL,Mustard,DRESS,
713,J0016-DR-XXXL,J0016,1,XXXL,Mustard,DRESS,
714,J0019-SET-L,J0019,0,L,Red,SET,
715,J0019-SET-M,J0019,0,M,Red,SET,
716,J0019-SET-S,J0019,4,S,Red,SET,
717,J0019-SET-XS,J0019,9,XS,Red,SET,
718,J0019-SET-XXL,J0019,1,XXL,Red,SET,
719,J0019-SET-XXXL,J0019,1,XXXL,Red,SET,
720,J0020-SET-L,J0020,2,L,Yellow,SET,
721,J0020-SET-M,J0020,3,M,Yellow,SET,
722,J0020-SET-S,J0020,4,S,Yellow,SET,
723,J0020-SET-XL,J0020,3,XL,Yellow,SET,
724,J0020-SET-XS,J0020,11,XS,Yellow,SET,
725,J0020-SET-XXL,J0020,3,XXL,Yellow,SET,
726,J0020-SET-XXXL,J0020,3,XXXL,Yellow,SET,
727,J0021-TP-L,J0021,0,L,Red,TOP,
728,J0021-TP-M,J0021,1,M,Red,TOP,
729,J0021-TP-S,J0021,1,S,Red,TOP,
730,J0021-TP-XL,J0021,0,XL,Red,TOP,
731,J0021-TP-XS,J0021,3,XS,Red,TOP,
732,J0021-TP-XXL,J0021,1,XXL,Red,TOP,
733,J0021-TP-XXXL,J0021,1,XXXL,Red,TOP,
734,J0022-KR-L,J0022,2,L,Lemon Yellow,KURTA,
735,J0022-KR-S,J0022,1,S,Lemon Yellow,KURTA,
736,J0022-KR-XS,J0022,2,XS,Lemon Yellow,KURTA,
737,J0022-KR-XXXL,J0022,2,XXXL,Lemon Yellow,KURTA,
738,J0023-TP-L,J0023,4,L,Turquoise Blue,TOP,
739,J0023-TP-M,J0023,2,M,Turquoise Blue,TOP,
740,J0023-TP-S,J0023,6,S,Turquoise Blue,TOP,
741,J0023-TP-XL,J0023,3,XL,Turquoise Blue,TOP,
742,J0023-TP-XS,J0023,4,XS,Turquoise Blue,TOP,
743,J0023-TP-XXL,J0023,6,XXL,Turquoise Blue,TOP,
744,J0023-TP-XXXL,J0023,1,XXXL,Turquoise Blue,TOP,
745,J0024-KR-L,J0024,135,L,Sea Green,KURTA,
746,J0024-KR-M,J0024,94,M,Sea Green,KURTA,
747,J0024-KR-S,J0024,176,S,Sea Green,KURTA,
748,J0024-KR-XL,J0024,83,XL,Sea Green,KURTA,
749,J0024-KR-XS,J0024,151,XS,Sea Green,KURTA,
750,J0024-KR-XXL,J0024,92,XXL,Sea Green,KURTA,
751,J0024-KR-XXXL,J0024,63,XXXL,Sea Green,KURTA,
752,J0025-DR-L,J0025,1,L,Sea Green,DRESS,
753,J0025-DR-M,J0025,0,M,Sea Green,DRESS,
754,J0025-DR-S,J0025,4,S,Sea Green,DRESS,
755,J0025-DR-XL,J0025,0,XL,Sea Green,DRESS,
756,J0025-DR-XS,J0025,7,XS,Sea Green,DRESS,
757,J0025-DR-XXL,J0025,3,XXL,Sea Green,DRESS,
758,J0025-DR-XXXL,J0025,4,XXXL,Sea Green,DRESS,
759,J0026-KR-L,J0026,1,L,Turquoise Green,KURTA,
760,J0026-KR-M,J0026,1,M,Turquoise Green,KURTA,
761,J0026-KR-S,J0026,0,S,Turquoise Green,KURTA,
762,J0026-KR-XL,J0026,0,XL,Turquoise Green,KURTA,
763,J0026-KR-XS,J0026,3,XS,Turquoise Green,KURTA,
764,J0026-KR-XXL,J0026,1,XXL,Turquoise Green,KURTA,
765,J0026-KR-XXXL,J0026,0,XXXL,Turquoise Green,KURTA,
766,J0027-SET-L,J0027,0,L,Turquoise Green,SET,
767,J0027-SET-M,J0027,0,M,Turquoise Green,SET,
768,J0027-SET-S,J0027,0,S,Turquoise Green,SET,
769,J0027-SET-XL,J0027,1,XL,Turquoise Green,SET,
770,J0027-SET-XS,J0027,0,XS,Turquoise Green,SET,
771,J0027-SET-XXL,J0027,0,XXL,Turquoise Green,SET,
772,J0027-SET-XXXL,J0027,0,XXXL,Turquoise Green,SET,
773,J0028-KR-L,J0028,2,L,Red,KURTA,
774,J0028-KR-M,J0028,0,M,Red,KURTA,
775,J0028-KR-S,J0028,1,S,Red,KURTA,
776,J0028-KR-XL,J0028,1,XL,Red,KURTA,
777,J0028-KR-XS,J0028,4,XS,Red,KURTA,
778,J0028-KR-XXL,J0028,1,XXL,Red,KURTA,
779,J0028-KR-XXXL,J0028,1,XXXL,Red,KURTA,
780,J0029-KR-S,J0029,1,S,Pink,KURTA,
781,J0029-KR-XS,J0029,0,XS,Pink,KURTA,
782,J0029-KR-XXL,J0029,0,XXL,Pink,KURTA,
783,J0029-KR-XXXL,J0029,1,XXXL,Pink,KURTA,
784,J0030-TP-L,J0030,1,L,Dark Green,TOP,
785,J0030-TP-M,J0030,1,M,Dark Green,TOP,
786,J0030-TP-S,J0030,0,S,Dark Green,TOP,
787,J0030-TP-XS,J0030,0,XS,Dark Green,TOP,
788,J0030-TP-XXL,J0030,0,XXL,Dark Green,TOP,
789,J0030-TP-XXXL,J0030,1,XXXL,Dark Green,TOP,
790,J0031-TP-XS,J0031,0,XS,Turquoise Green,TOP,
791,J0033-KR-L,J0033,0,L,LEMON ,KURTA,
792,J0033-KR-M,J0033,4,M,LEMON ,KURTA,
793,J0033-KR-S,J0033,9,S,LEMON ,KURTA,
794,J0033-KR-XL,J0033,3,XL,LEMON ,KURTA,
795,J0033-KR-XS,J0033,9,XS,LEMON ,KURTA,
796,J0033-KR-XXL,J0033,3,XXL,LEMON ,KURTA,
797,J0033-KR-XXXL,J0033,4,XXXL,LEMON ,KURTA,
798,J0034-SET-L,J0034,2,L,LEMON,KURTA SET,
799,J0034-SET-M,J0034,47,M,LEMON,KURTA SET,
800,J0034-SET-S,J0034,34,S,LEMON,KURTA SET,
801,J0034-SET-XL,J0034,3,XL,LEMON,KURTA SET,
802,J0034-SET-XS,J0034,56,XS,LEMON,KURTA SET,
803,J0034-SET-XXL,J0034,4,XXL,LEMON,KURTA SET,
804,J0034-SET-XXXL,J0034,4,XXXL,LEMON,KURTA SET,
805,J0035-KR-M,J0035,2,M,Lemon Yellow,KURTA,
806,J0035-KR-S,J0035,5,S,Lemon Yellow,KURTA,
807,J0035-KR-XL,J0035,2,XL,Lemon Yellow,KURTA,
808,J0035-KR-XS,J0035,6,XS,Lemon Yellow,KURTA,
809,J0035-KR-XXXL,J0035,2,XXXL,Lemon Yellow,KURTA,
810,J0036-TP-L,J0036,0,L,Grey,TOP,
811,J0036-TP-M,J0036,1,M,Grey,TOP,
812,J0036-TP-S,J0036,2,S,Grey,TOP,
813,J0036-TP-XL,J0036,1,XL,Grey,TOP,
814,J0036-TP-XS,J0036,3,XS,Grey,TOP,
815,J0036-TP-XXL,J0036,1,XXL,Grey,TOP,
816,J0036-TP-XXXL,J0036,0,XXXL,Grey,TOP,
817,J0037-KR-L,J0037,5,L,Sky Blue,KURTA,
818,J0037-KR-M,J0037,5,M,Sky Blue,KURTA,
819,J0037-KR-S,J0037,9,S,Sky Blue,KURTA,
820,J0037-KR-XL,J0037,2,XL,Sky Blue,KURTA,
821,J0037-KR-XS,J0037,27,XS,Sky Blue,KURTA,
822,J0037-KR-XXL,J0037,7,XXL,Sky Blue,KURTA,
823,J0037-KR-XXXL,J0037,5,XXXL,Sky Blue,KURTA,
824,J0038-DR-L,J0038,1,L,Peach,DRESS,
825,J0038-DR-M,J0038,1,M,Peach,DRESS,
826,J0038-DR-S,J0038,2,S,Peach,DRESS,
827,J0038-DR-XL,J0038,1,XL,Peach,DRESS,
828,J0038-DR-XS,J0038,7,XS,Peach,DRESS,
829,J0038-DR-XXL,J0038,1,XXL,Peach,DRESS,
830,J0038-DR-XXXL,J0038,2,XXXL,Peach,DRESS,
831,J0039-SET-L,J0039,2,L,Yellow,SET,
832,J0039-SET-M,J0039,1,M,Yellow,SET,
833,J0039-SET-S,J0039,0,S,Yellow,SET,
834,J0039-SET-XL,J0039,3,XL,Yellow,SET,
835,J0039-SET-XS,J0039,4,XS,Yellow,SET,
836,J0039-SET-XXL,J0039,0,XXL,Yellow,SET,
837,J0039-SET-XXXL,J0039,0,XXXL,Yellow,SET,
838,J0040-SET-L,J0040,1,L,Light Green,SET,
839,J0040-SET-M,J0040,1,M,Light Green,SET,
840,J0040-SET-S,J0040,0,S,Light Green,SET,
841,J0040-SET-XL,J0040,2,XL,Light Green,SET,
842,J0040-SET-XS,J0040,4,XS,Light Green,SET,
843,J0040-SET-XXL,J0040,0,XXL,Light Green,SET,
844,J0040-SET-XXXL,J0040,3,XXXL,Light Green,SET,
845,J0041-SET-L,J0041,5,L,Light Green,KURTA SET,
846,J0041-SET-M,J0041,2,M,Light Green,KURTA SET,
